listing_id,low,medium,high,fold
4,0.53007688125,0.426806022724,0.0431170860926,4
6,0.290793081125,0.598885397116,0.11032148699,0
9,0.803803225358,0.181228319804,0.0149684551482,0
10,0.727768262227,0.267747923732,0.00448383452992,1
15,0.938724339008,0.0607799465458,0.000495691094936,4
16,0.839805920919,0.153549097478,0.00664499852185,4
18,0.584657390912,0.397147764762,0.0181948381166,4
19,0.187767719229,0.519883732001,0.292348563671,3
23,0.932970563571,0.045295615991,0.0217338297516,4
32,0.863311886787,0.134905350705,0.00178276962833,0
33,0.973782380422,0.0259666039298,0.000251016501958,4
36,0.350362916787,0.483656853437,0.165980219841,3
38,0.535410364469,0.42686210076,0.0377275161445,3
39,0.890014350414,0.102654094497,0.00733156533291,0
42,0.864049255848,0.133396680156,0.00255409713524,3
43,0.997512896856,0.00218417169526,0.000302947009914,3
44,0.851361314456,0.142122596502,0.00651609168078,4
46,0.0918430263797,0.442334204912,0.465822766225,3
49,0.967497726281,0.0321513811747,0.000350932357833,0
61,0.997847219308,0.00197983405087,0.000172979329363,4
66,0.590780138969,0.389198889335,0.0200209856654,4
67,0.978133380413,0.0205310092618,0.00133563516041,0
69,0.984249909719,0.0152613076692,0.000488779100124,1
74,0.989347179731,0.00989026824633,0.000762544960404,1
78,0.651226460934,0.33423636357,0.0145371621475,4
80,0.715556760629,0.178511192401,0.105932051937,2
82,0.988977948825,0.0108683692912,0.000153645904599,0
83,0.921961426735,0.0768799272676,0.00115864673474,2
84,0.94611877203,0.0518286861479,0.00205254601315,1
85,0.771617233753,0.209514945745,0.0188678304354,4
87,0.643260995547,0.336430748304,0.020308260185,0
88,0.057413307329,0.472356836001,0.470229824384,1
89,0.828950603803,0.148492162426,0.0225572331498,4
92,0.59743831555,0.345751384894,0.0568102995555,2
93,0.126531484226,0.346849143505,0.526619374752,1
101,0.957465787729,0.0301396735013,0.0123945583279,1
102,0.861613571644,0.130699257056,0.00768717890605,2
104,0.548377970854,0.399609824022,0.0520121877392,2
106,0.928343693415,0.0701161796848,0.00154012651183,4
