listing_id,low,medium,high,fold
4,0.551273306211,0.406418092549,0.0423085996881,4
6,0.36554135258,0.536056560775,0.0984020866454,0
9,0.781755581498,0.203441001475,0.0148034192001,0
10,0.751069068909,0.243590756009,0.0053401835612,1
15,0.947018822034,0.0522554730996,0.000725696952334,4
16,0.818104545275,0.174618097022,0.00727734675941,4
18,0.622070878744,0.36001512905,0.0179140018299,4
19,0.220274955034,0.533668848375,0.24605619659,3
23,0.928743054469,0.0511853760108,0.0200715550842,4
32,0.878544981281,0.119945578898,0.00150944569517,0
33,0.983531311154,0.0162361875797,0.000232504284213,4
36,0.232979471485,0.623489598433,0.143530931945,3
38,0.484027527273,0.480681983133,0.0352904956477,3
39,0.842938641707,0.146664086108,0.0103972702442,0
42,0.87817675372,0.119376482442,0.00244676532748,3
43,0.996499503652,0.00299744626197,0.00050304215741,3
44,0.847584217787,0.146809536964,0.00560623849742,4
46,0.0874223597348,0.670337751508,0.242239889999,3
49,0.969893912474,0.029787993369,0.000318095291732,0
61,0.995405738552,0.00439005859274,0.000204211205225,4
66,0.56947556138,0.40103965501,0.0294847789531,4
67,0.972057600816,0.0266575102384,0.00128487342348,0
69,0.98466664056,0.0149713472153,0.000362013613388,1
74,0.988375499845,0.0108028070536,0.000821700038311,1
78,0.560329986115,0.424427767595,0.0152422552928,4
80,0.741753414273,0.176102558772,0.0821440505485,2
82,0.990714182456,0.00910361239221,0.000182212591123,0
83,0.908228725195,0.0900150046994,0.00175627747861,2
84,0.938852399588,0.0588677441701,0.0022798597056,1
85,0.742883081237,0.238627814998,0.0184891133104,4
87,0.581382667025,0.392973189553,0.0256441376793,0
88,0.0511543977385,0.429700324933,0.519145295024,1
89,0.805748780568,0.1714593259,0.0227919096748,4
92,0.621411025524,0.325081810355,0.0535071588432,2
93,0.0864053005353,0.334650681665,0.578944010039,1
101,0.962774500251,0.0243642384497,0.0128612659949,1
102,0.875727211436,0.120171847443,0.00410093865745,2
104,0.539300953348,0.393271339436,0.0674277081465,2
106,0.922721818089,0.0751708618676,0.00210731379533,4
107,0.928681517641,0.0691841533408,0.00213432647676,3
111,0.446129657328,0.469025562207,0.0848447779814,2
113,0.938391844432,0.0612169066444,0.000391238674638,3
115,0.211165646712,0.471384719014,0.317449641724,0
117,0.994814907511,0.00493264074127,0.000252449926241,2
118,0.809243013461,0.180038983623,0.0107180005095,4
121,0.984121019642,0.0156551168766,0.000223876192952,0
122,0.987670297424,0.0119286105037,0.000401088787233,4
133,0.913620173931,0.0821648215254,0.00421502417885,3
136,0.41466751943,0.544100274642,0.0412322070139,3
139,0.82910985748,0.153877979765,0.0170121719905,1
140,0.975310867031,0.021970539121,0.00271860228774,2
