listing_id,low,medium,high,fold
4,0.568033476671,0.393662959337,0.0383035639922,4
6,0.385037600994,0.505263477564,0.109698916475,0
9,0.795821408431,0.188631132245,0.0155474438022,0
10,0.769028623899,0.225105966131,0.00586541074639,1
15,0.963656087716,0.0358956220249,0.000448279790968,4
16,0.775905688604,0.216844732563,0.0072495858185,4
18,0.616348465284,0.365118215481,0.0185333428284,4
19,0.217878907919,0.543794115384,0.238326976697,3
23,0.915432572365,0.0589199910561,0.0256474340955,4
32,0.802499711514,0.196309129397,0.00119117078915,0
33,0.976138412952,0.023556680729,0.000304901356382,4
36,0.243418301145,0.575463732084,0.18111795187,3
38,0.467748949925,0.500045547883,0.0322055115054,3
39,0.824972808361,0.161480834087,0.0135463668654,0
42,0.906114359697,0.0924475342035,0.00143809835815,3
43,0.996909936269,0.00283416380019,0.000255950450082,3
44,0.853184461594,0.139856435359,0.00695913160841,4
46,0.0877778679132,0.67724921306,0.234972923994,3
49,0.966409901778,0.0332370214164,0.000353054434527,0
61,0.99762258927,0.00225726053274,0.000120173984518,4
66,0.585393408934,0.388853669167,0.0257529411465,4
67,0.97370137771,0.0248253612469,0.00147324885863,0
69,0.981977085272,0.0175584787503,0.000464437461536,1
74,0.992006758849,0.00763441839566,0.00035886320984,1
78,0.581923206647,0.402968118588,0.0151086943224,4
80,0.734516441822,0.172970446448,0.0925131315986,2
82,0.986921310425,0.0127551636348,0.00032351782526,0
83,0.90972139438,0.0887548923492,0.00152372157512,2
84,0.926956812541,0.0697015697757,0.00334159494378,1
85,0.758913099766,0.222160468499,0.0189264590542,4
87,0.604968567689,0.373229275147,0.0218021494026,0
88,0.0353242897739,0.487548341354,0.477127373219,1
89,0.776315530141,0.196051607529,0.0276328654339,4
92,0.559786776702,0.383567680915,0.0566455523173,2
93,0.0828649351994,0.294666896264,0.622468153636,1
101,0.959444781144,0.0249506148199,0.0156046161428,1
102,0.874284903208,0.120733802517,0.00498127300913,2
104,0.535620649656,0.395533293486,0.0688460841775,2
106,0.919928451379,0.0776295339068,0.00244202325121,4
107,0.945096075535,0.0527779310942,0.00212599422472,3
111,0.397226462762,0.495462089777,0.107311444978,2
113,0.942220290502,0.057469304651,0.000310405147805,3
115,0.208738128344,0.470323354006,0.320938527584,0
117,0.99505029122,0.00468208997821,0.000267601736899,2
118,0.780917406082,0.202134564519,0.0169480107725,4
121,0.987456262112,0.012256617037,0.000287130984361,0
122,0.982531189919,0.0168235370268,0.000645261044459,4
133,0.91711529096,0.0777865474423,0.00509815399225,3
136,0.374797900518,0.580781300863,0.0444207986196,3
139,0.805708507697,0.17093856136,0.0233529508114,1
140,0.95656234026,0.0395902159313,0.0038474414032,2
145,0.970483740171,0.0276329092061,0.00188335194252,0
146,0.973044335842,0.0267807763691,0.00017487979009,0
151,0.869902749856,0.12561613818,0.00448110715176,2
152,0.829245527585,0.165477350354,0.0052771436361,0
158,0.953129649162,0.0442872208854,0.00258312611065,4
161,0.411604205767,0.496453473965,0.091942311575,2
170,0.889076193174,0.1063180541,0.00460579129867,2
171,0.993999898434,0.00590753896783,9.25337177857e-05,0
181,0.953685601552,0.0445177163929,0.00179671992858,3
182,0.400092919668,0.497340480487,0.102566612264,3
186,0.175866559148,0.755510965983,0.0686224810779,4
192,0.972593545914,0.0270423882951,0.000364078077837,0
194,0.738529364268,0.251319184899,0.0101514638712,0
200,0.894890983899,0.101525304218,0.0035837071094,2
204,0.972167114417,0.0274073053151,0.000425594640546,0
205,0.461693574985,0.461246271928,0.0770601232847,1
206,0.479834506909,0.389338940382,0.130826537808,1
208,0.499163170656,0.364144722621,0.13669210424,0
214,0.874551812808,0.121538152297,0.00391002581455,1
217,0.999217490355,0.000738537928555,4.40003520149e-05,1
226,0.997285107772,0.00268666384121,2.81952343357e-05,4
228,0.895993153254,0.100035051505,0.00397178872178,1
235,0.265442430973,0.404240926107,0.330316672722,4
236,0.245281308889,0.560509602229,0.194209088882,2
237,0.983251790206,0.011534105055,0.00521412491798,0
241,0.996977229913,0.00297158168784,5.12170821215e-05,4
244,0.944073716799,0.0544516382118,0.00147462938912,0
245,0.393275946379,0.556991428137,0.0497325931986,0
246,0.672683537006,0.288759181897,0.0385572661956,1
247,0.97297334671,0.022214245672,0.00481236326353,0
248,0.619666953882,0.361942032973,0.0183909963816,0
249,0.687583506107,0.283132940531,0.0292835365981,2
251,0.73893113931,0.23482037584,0.0262485134105,0
252,0.947988510132,0.046135024478,0.00587642937899,2
255,0.987045427163,0.0112670805926,0.0016875275954,2
257,0.998135089874,0.00172976858448,0.000135104201036,0
262,0.774840335051,0.210914115111,0.0142455594614,1
263,0.719551046689,0.262828762333,0.0176201906676,3
272,0.134704403579,0.355125645796,0.510169943174,1
275,0.99060122172,0.00935473355154,4.40363655798e-05,4
277,0.984872162342,0.0142349672193,0.000892897039497,1
279,0.410093237956,0.475268512964,0.114638288816,4
280,0.362680663665,0.482643226782,0.154676119486,1
282,0.951756000519,0.0473782407741,0.000865778517133,2
283,0.985594371955,0.0141359061624,0.000269721213651,1
284,0.954790393511,0.0438631058981,0.0013465139394,0
289,0.563758174578,0.414556215207,0.0216856220116,4
291,0.968214710553,0.0315844770521,0.000200829832465,3
292,0.796868781249,0.193237702052,0.00989349962523,2
293,0.718106408914,0.253068337838,0.0288252426932,1
295,0.341649254163,0.532327254613,0.126023483773,1
296,0.702328066031,0.265547235807,0.0321246956786,0
303,0.601861774921,0.343841254711,0.0542969343563,1
304,0.756209949652,0.230382621288,0.0134074327846,0
305,0.268223236005,0.538798511028,0.192978272835,0
309,0.722059845924,0.266314655542,0.0116254898409,2
311,0.711720267932,0.276999702056,0.011280043982,0
312,0.901245077451,0.0954654018084,0.00328951274666,1
313,0.972717702389,0.0269341388096,0.000348129135091,4
314,0.0514165076117,0.512276073297,0.436307410399,4
315,0.988579610984,0.0112599708761,0.000160415028707,4
320,0.176031559706,0.351775278648,0.472193151712,4
322,0.793294012547,0.198855116963,0.00785086055597,0
323,0.998626609643,0.00122617190937,0.000147223244615,1
325,0.40434123079,0.456831942002,0.138826844593,1
332,0.773285945257,0.214892749985,0.0118213336294,0
333,0.99171958367,0.00738037020589,0.00090006874719,0
335,0.575970828533,0.27475467821,0.149274495741,2
336,0.253438090285,0.67020714283,0.0763547606766,0
337,0.865482171377,0.12712974598,0.00738809335356,0
338,0.930346786976,0.0656973247727,0.00395586690865,4
340,0.890171547731,0.104113906622,0.00571459298953,2
341,0.96942760547,0.027295138066,0.00327728898264,3
343,0.98861481746,0.00959591629604,0.00178928708192,1
344,0.23014772435,0.386720528205,0.383131732543,1
348,0.456264515718,0.398220449686,0.14551504453,0
351,0.0077215959318,0.171495464941,0.820782919725,0
355,0.402354886134,0.545748372873,0.0518967720369,2
356,0.739241460959,0.238260835409,0.0224977380907,4
359,0.527306099733,0.405224144459,0.0674697545667,0
360,0.629907687505,0.34136180083,0.0287305203577,1
361,0.834028740724,0.0472911341737,0.118680104613,0
362,0.988709191481,0.00844013194243,0.00285067937026,1
365,0.981729666392,0.0180548445011,0.000215465581277,2
370,0.461623917023,0.374373118083,0.164002979795,0
373,0.753833512465,0.229094818234,0.0170716742675,3
374,0.735822538535,0.223344196876,0.0408332546552,0
375,0.925442636013,0.0732133897642,0.00134394391595,2
377,0.196301604311,0.542394916217,0.261303474506,2
379,0.262513125936,0.648571749528,0.0889151468873,3
380,0.972053050995,0.0270592824866,0.000887639025071,1
381,0.867490053177,0.127318543692,0.00519139956062,1
383,0.807322919369,0.179447290798,0.0132297845557,1
386,0.666099369526,0.296485920747,0.0374147140731,4
387,0.80119184653,0.183296188712,0.0155119557555,4
390,0.930672387282,0.0652906658749,0.00403691067671,2
392,0.510680546363,0.422447135051,0.0668723185857,1
393,0.440651118755,0.457543899616,0.101805006464,1
394,0.18143098553,0.659577528636,0.158991535505,4
396,0.975802918275,0.0205146341274,0.00368245947175,3
397,0.459382673105,0.379093647003,0.161523677409,4
398,0.978919466337,0.0203026166807,0.000777950355162,2
408,0.998203575611,0.00142668455373,0.00036969796444,1
409,0.893162488937,0.0978960370024,0.00894149532542,4
412,0.824446082115,0.154036469758,0.0215174102535,0
415,0.875040709972,0.120249817769,0.00470949026446,2
417,0.91196958224,0.0863076411188,0.001722786886,4
419,0.889242688815,0.109149562816,0.00160777960749,1
424,0.578560014566,0.382964203755,0.038475792855,0
425,0.116703249514,0.663642903169,0.219653879603,0
437,0.498584677776,0.470412115256,0.0310032286992,4
438,0.150960311294,0.44384838144,0.405191302299,1
440,0.706266740958,0.239506776134,0.054226461798,3
441,0.467288374901,0.491816381613,0.0408952242384,4
442,0.650658607483,0.304729590813,0.0446117942532,3
444,0.99890434742,0.00105319599,4.24723487716e-05,2
445,0.637151698271,0.350383470456,0.0124648225804,3
446,0.524173806111,0.284757936994,0.191068256895,3
447,0.725901643435,0.221868167321,0.0522301966945,3
449,0.587060471376,0.364964783192,0.0479747156302,1
451,0.645626823107,0.339546740055,0.0148264657085,4
454,0.863111039003,0.13483830293,0.00205067230854,4
458,0.992991785208,0.00661030085757,0.000397900148528,2
465,0.947579244773,0.0518202185631,0.000600497044312,3
466,0.239867637555,0.63545169433,0.124680648247,3
471,0.432187239329,0.479387104511,0.0884256586432,0
472,0.296804010868,0.621595084667,0.0816009168824,4
473,0.857548435529,0.13981350263,0.00263805202364,0
474,0.706446190675,0.28717977802,0.00637403332318,1
476,0.997920155525,0.00203790092686,4.19881980633e-05,0
479,0.939240276814,0.0515094300111,0.0092502857248,1
480,0.993356426557,0.00654258222009,0.000100960200749,3
481,0.557282328606,0.337257275979,0.105460373064,2
482,0.997889260451,0.00200029613916,0.000110477323081,0
483,0.993618965149,0.00619683181867,0.000184241352448,2
484,0.694034934044,0.276549170415,0.0294159011294,2
486,0.995277663072,0.00465506066879,6.72562831217e-05,0
487,0.0606886893511,0.601619025071,0.337692310413,0
490,0.976784527302,0.0209786059956,0.00223687586064,1
491,0.366724779209,0.511512686809,0.121762536466,0
494,0.750405033429,0.224134484927,0.0254604996492,4
498,0.894830266635,0.0985740497708,0.00659567521264,0
499,0.909836490949,0.0829314738512,0.00723199654991,4
500,0.999539911747,0.000434192819133,2.58718094604e-05,1
506,0.92867008845,0.0695612293979,0.00176867074333,3
509,0.987136264642,0.0120336428906,0.000830105874532,2
510,0.177671194077,0.59466779232,0.227661003669,3
511,0.186604738235,0.762350638707,0.051044623057,2
513,0.857889493306,0.133558476965,0.00855204711358,4
514,0.97920636336,0.0194419194013,0.00135170136734,3
515,0.996213257313,0.00291887181811,0.000867855230657,3
518,0.906972885132,0.088091691335,0.00493541592732,3
519,0.627248903116,0.340110907952,0.0326402094215,0
521,0.641630748908,0.291083097458,0.0672861772279,2
529,0.996066013972,0.00344530896594,0.000488671551769,3
530,0.844558080037,0.154055441419,0.00138647978504,2
534,0.81682652235,0.17087820669,0.0122953023141,0
535,0.162665511171,0.571535587311,0.265798901518,4
536,0.531251847744,0.381031225125,0.0877168861528,0
537,0.743584056695,0.2329557091,0.0234602410346,3
538,0.958700855573,0.0401540460686,0.00114509645694,4
542,0.90026396513,0.0943573067586,0.00537878437899,3
548,0.31060697635,0.431864619255,0.257528394461,4
554,0.61097184817,0.356504718463,0.0325234687577,1
555,0.261570225159,0.5815072457,0.156922524174,0
557,0.994865298271,0.00502649756769,0.000108229612427,4
558,0.454992155234,0.453170935313,0.0918369318048,2
561,0.190771157543,0.362638721863,0.446590145429,3
563,0.993854502837,0.00607085150356,7.46598416299e-05,4
564,0.640196303527,0.248608464996,0.111195256313,4
567,0.999538103739,0.000451568795446,1.03395304905e-05,3
568,0.640939911207,0.327560106913,0.0315000067155,3
569,0.959289014339,0.0396917412678,0.00101923996893,3
571,0.925622105598,0.0667808329066,0.00759708027666,3
572,0.096509359777,0.7230844299,0.180406197906,0
573,0.538963695367,0.430558949709,0.0304773586492,1
576,0.962223668893,0.0336979168157,0.00407842756249,1
577,0.949812690417,0.0489074190458,0.0012798885194,3
582,0.786800781886,0.197335958481,0.015863267084,4
585,0.795349597931,0.189358179768,0.0152922697986,3
587,0.403652648131,0.578424334526,0.0179230288292,0
589,0.863016426563,0.129908166826,0.00707536687454,1
590,0.998824238777,0.00117139708406,4.35203249557e-06,2
592,0.790101826191,0.202210639914,0.00768756199007,4
597,0.89679123958,0.0996203074853,0.00358844920993,4
598,0.985873301824,0.0139182088897,0.00020846385208,1
599,0.789487580458,0.182321071625,0.0281913441916,0
600,0.99880194664,0.000988852096877,0.000209247678868,0
604,0.411571840445,0.399289280176,0.18913885951,4
605,0.949079632759,0.0426553798219,0.00826501411696,4
607,0.996079881986,0.00370670544604,0.000213442113212,3
610,0.477864205837,0.430157721043,0.0919780780872,2
614,0.355335334937,0.550569852193,0.09409481287,4
615,0.438604215781,0.433876425028,0.127519326905,0
620,0.870649178823,0.122026460866,0.00732434634119,2
621,0.365126609802,0.558796644211,0.0760767335693,1
622,0.95199650526,0.0438066379478,0.00419687340036,3
623,0.992806434631,0.00698562913264,0.000207984412555,3
624,0.498203436534,0.452277849118,0.0495187280079,4
626,0.543211460114,0.398758759101,0.0580297783017,0
629,0.805475771427,0.180348326763,0.0141758738707,1
631,0.100567243993,0.528407931328,0.371024837097,2
636,0.0211130703489,0.277481287718,0.701405644417,0
638,0.774094243844,0.194813375672,0.0310923885554,1
640,0.994808534781,0.00475884865349,0.000432623889841,1
