listing_id,low,medium,high,fold
4,0.408519595861,0.536242345969,0.0552380693456,4
6,0.560528635979,0.364151308934,0.0753200550874,0
9,0.668443520864,0.290048152208,0.0415083579719,0
10,0.83056418101,0.157772431771,0.011663385046,1
15,0.937894642353,0.0604753258328,0.0016300471422,4
16,0.865823984146,0.131696929534,0.00247906295893,4
18,0.604290465514,0.380142658949,0.0155668792625,4
19,0.126031997303,0.556902527809,0.317065467437,3
23,0.947583476702,0.0397186689079,0.0126978255187,4
32,0.832632243633,0.1649680535,0.00239970616531,0
33,0.938849667708,0.0594271843632,0.00172317198788,4
36,0.273350507021,0.476483603319,0.250165919463,3
38,0.347995658716,0.568937301636,0.0830670470993,3
39,0.807361980279,0.151718700926,0.0409193423887,0
42,0.960185726484,0.038425753514,0.00138854968827,3
43,0.991659800212,0.00759211772432,0.000748115261861,3
44,0.888886372248,0.105858104924,0.00525554160898,4
46,0.0520345779757,0.521922300259,0.426043123007,3
49,0.92431495587,0.0737406015396,0.00194440820875,0
61,0.986880719662,0.0121301617473,0.000989102797272,4
66,0.500619083643,0.455856472254,0.0435244478285,4
67,0.852909088135,0.142991061012,0.00409987173043,0
69,0.983785708745,0.015900023592,0.000314278469887,1
74,0.971043785413,0.018414185072,0.0105420245479,1
78,0.518752237161,0.455722739299,0.0255250114327,4
80,0.752413272858,0.184125199914,0.063461518536,2
82,0.980442881584,0.0187161993235,0.000840958343664,0
83,0.885698179404,0.109958055119,0.00434374553151,2
84,0.851753433545,0.141437113285,0.00680949042241,1
85,0.739901085695,0.235274404287,0.024824505051,4
87,0.417989561955,0.503872931004,0.0781375070413,0
88,0.0261524220308,0.358977670471,0.614869892597,1
89,0.93318772316,0.0648595218857,0.00195274668901,4
92,0.708969692389,0.254404773315,0.0366255318125,2
93,0.135747569303,0.509630024433,0.354622433583,1
101,0.843218187491,0.124639563262,0.0321422666311,1
102,0.884609103203,0.109339858095,0.00605103032043,2
104,0.366912951072,0.400062044462,0.233025019368,2
