listing_id,high,medium,low
6811958,0.520238757133,0.434746652842,0.0450145937502
6811960,0.400266647339,0.465627014637,0.134106367826
6811964,0.563361465931,0.37024730444,0.0663912147284
6811971,0.0580580048263,0.490471810102,0.451470136642
6811974,0.334026038647,0.561902880669,0.104071080685
6811983,0.00483302073553,0.078606583178,0.916560351849
6811984,0.046809501946,0.334857612848,0.618332862854
6811985,0.0099676726386,0.119122773409,0.870909571648
6811988,0.36464419961,0.502885758877,0.132470071316
6811990,0.000543341215234,0.0041542458348,0.995302438736
6811992,0.00625455705449,0.0321572683752,0.961588203907
6811995,0.00144583138172,0.0126724988222,0.985881686211
6811997,0.000455178203993,0.00184316502418,0.997701704502
6812012,0.000557924679015,0.0037094396539,0.995732605457
6812016,0.000611266936176,0.00148938596249,0.9978992939
6812032,0.00171361421235,0.0344311259687,0.963855266571
6812035,0.000674106995575,0.00244725355878,0.996878623962
6812041,0.000469866092317,0.00180325610563,0.997726857662
6812045,0.00201437808573,0.0573260970414,0.94065952301
6812049,0.000428101833677,0.00143383443356,0.998138070107
6812050,0.000440845527919,0.0013408298837,0.998218357563
6812051,0.000400666816859,0.00158083776478,0.998018503189
6812052,0.000492104853038,0.00182205345482,0.997685790062
6812063,0.000416526541812,0.00182689540088,0.997756540775
6812077,0.00308920326643,0.0486439801753,0.948266804218
6812082,0.000404032703955,0.0014017673675,0.998194158077
6812091,0.0012541563483,0.0229299515486,0.97581589222
6812098,0.00114735413808,0.0130452802405,0.985807418823
6812106,0.000788836798165,0.00756907183677,0.9916421175
6812119,0.0131002543494,0.143703594804,0.843196153641
6812126,0.0382839366794,0.28054279089,0.68117326498
6812127,0.000404130347306,0.00141944782808,0.998176455498
6812135,0.000520116765983,0.00149393174797,0.997985959053
6812140,0.171250760555,0.542891025543,0.285858213902
6812141,0.000421082193498,0.00263732019812,0.996941626072
6812143,0.000382992351661,0.00115311332047,0.998463869095
6812151,0.00731315230951,0.0988276675344,0.893859148026
6812153,0.00039588965592,0.00142550386954,0.998178601265
6812157,0.00270200148225,0.0728961601853,0.924401819706
6812158,0.000489216239657,0.0029257547576,0.996585011482
6812174,0.000522512360476,0.00174186239019,0.997735619545
6812177,0.000470354600111,0.00165227346588,0.99787735939
6812178,0.000870454881806,0.00621788622811,0.992911636829
6812181,0.000723845208995,0.00555986026302,0.993716299534
6812186,0.000455206783954,0.00178049597889,0.997764348984
6812187,0.000385330116842,0.00140366866253,0.998211026192
6812190,0.0240915976465,0.174012586474,0.801895797253
6812195,0.00179509806912,0.0426567792892,0.955548107624
6812210,0.0130279744044,0.198651745915,0.788320302963
6812215,0.0175425894558,0.237848430872,0.744608938694
