listing_id,high,low,medium
6811958,0.40485817194,0.118582494557,0.476559301217
6811960,0.341504166524,0.344510932763,0.313984870911
6811964,0.490185946226,0.123346731067,0.386467297872
6811971,0.0148311331868,0.597659528255,0.387509346008
6811974,0.186311845978,0.0767264316479,0.736961722374
6811983,0.0142997698858,0.942979772886,0.0427204587807
6811984,0.058450145026,0.746575097243,0.194974765182
6811985,0.0140236184622,0.872429649035,0.113546739022
6811988,0.423011442026,0.167810872197,0.40917768081
6811990,0.000631579081528,0.994427541892,0.0049408719254
6811992,0.0441109674672,0.899641752243,0.0562473001579
6811995,0.00309493594492,0.990535875161,0.00636920969312
6811997,3.79840124272e-05,0.998787820339,0.00117417551034
6812012,0.000144397252977,0.993824223677,0.00603139928232
6812016,1.24677189888e-05,0.99932539463,0.000662128538049
6812032,0.000711637374479,0.985266844432,0.0140215434755
6812035,0.000743529216076,0.994062900543,0.005193578545
6812041,0.000715960593273,0.995047211647,0.004236858959
6812045,0.000128410306691,0.965290904045,0.0345807118962
6812049,0.000433009520445,0.994973560174,0.00459342977653
6812050,0.000643163240359,0.996689577897,0.00266727184256
6812051,0.000121583725559,0.998203396797,0.00167498912197
6812052,0.00216044089757,0.992647926013,0.00519163968662
6812063,5.87497136924e-05,0.99833013614,0.00161105266307
6812077,0.00365586811677,0.976197421551,0.0201466952761
6812082,0.000137811305952,0.998764197032,0.00109802403798
6812091,0.000629297865089,0.965260366599,0.0341103070726
6812098,0.000432688888395,0.983698745569,0.0158685849359
6812106,0.00246171851177,0.9907583793,0.00677990385642
6812119,0.00945717080807,0.811088522275,0.179454276959
6812126,0.0487762652338,0.690767725309,0.260455995798
6812127,2.24262942841e-05,0.999320626259,0.000656981903982
6812135,1.36705545325e-05,0.999373753866,0.000612583059895
6812140,0.131814760466,0.328814595938,0.539370636145
6812141,0.000404287420679,0.991251726945,0.00834399849797
6812143,0.000210563089543,0.998456815879,0.00133263350775
6812151,0.0233036919187,0.850258390109,0.126437912385
6812153,2.59582842167e-05,0.999436855316,0.000537195504876
6812157,0.00248598156031,0.939336081346,0.0581779181957
6812158,0.000105268628734,0.996366302172,0.00352843835329
6812174,1.0632828283e-05,0.998815794786,0.00117355129138
6812177,0.000101094927231,0.998097419739,0.00180150188195
6812178,0.00457704959748,0.983520050844,0.0119029593964
6812181,0.000757908720213,0.986869474252,0.0123726359258
6812186,5.92445006381e-05,0.998022218545,0.00191852985881
6812187,0.000306805450236,0.997328857581,0.0023643601841
6812190,0.0395802240819,0.757458011309,0.202961757779
6812195,0.000437187118223,0.944075723489,0.0554870776832
6812210,0.0142662910124,0.805322964986,0.180410767595
6812215,0.0249985692402,0.743207633495,0.23179380099
6812216,0.000813607611538,0.991783877214,0.00740249486019
6812239,6.02343137264e-06,0.9994383653,0.000555623293621
6812243,0.00646245433018,0.867400129636,0.126137385766
6812257,0.000921480571075,0.986196299394,0.0128822283198
6812259,0.00161074385202,0.970173180103,0.0282161037127
6812263,0.000602425299197,0.997509698073,0.00188788488352
6812264,4.45997563171e-05,0.998400251071,0.001555152121
6812266,0.000301549240248,0.998252153397,0.00144631244863
6812269,0.000412915464646,0.992858072122,0.00672902461762
6812270,0.0110256488745,0.868400514126,0.120573838552
6812274,0.332394480705,0.194226344426,0.473379155
6812292,0.0019165306973,0.966703613599,0.0313798959057
6812294,0.000240190832604,0.996134976546,0.00362482938605
6812300,2.83299614239e-05,0.999196747939,0.000774920627009
6812315,0.00122277450282,0.988218863805,0.0105583732948
6812321,0.00037951155294,0.997242669264,0.00237784550215
6812326,0.0325346365571,0.726267675559,0.241197690368
6812332,0.000418650141607,0.997195720673,0.002385595891
6812336,3.00957428105e-06,0.999706149101,0.000290870957542
6812339,0.00232008010304,0.992494046688,0.00518586525383
6812340,6.66135068362e-05,0.998639702797,0.00129369079756
6812345,0.00752663767586,0.980014602343,0.0124587838848
6812360,4.62947015573e-05,0.997677584489,0.00227613828611
6812380,0.00060971841837,0.995829979579,0.00356031527432
6812382,0.0111774847222,0.969639420509,0.0191831048578
6812389,0.0248551238328,0.945119917393,0.0300249600162
6812418,5.87065142099e-06,0.9995307525,0.000463390451235
6812424,0.000849222046478,0.994021177292,0.00512958643958
6812428,0.00120227547207,0.973963658015,0.0248340647668
6812436,0.000263308407739,0.989496827126,0.0102398688905
6812440,0.000355819841692,0.992992818356,0.00665137342488
6812441,0.00146389841878,0.996058384577,0.00247771269642
6812449,0.00318318492888,0.983517587185,0.0132992345219
6812456,0.00017744244542,0.997705558936,0.00211696846721
6812459,3.90031582356e-05,0.999097645283,0.000863371319914
6812462,0.000516901171068,0.995565474033,0.00391759234481
6812465,0.00210912376254,0.992581546307,0.0053093242459
6812466,0.00043555056133,0.973544239998,0.0260201999918
6812476,0.0321275262783,0.920817553997,0.0470549191038
6812481,0.000334142125212,0.99711928765,0.00254660282129
6812483,4.45300144444e-05,0.999156276385,0.00079917529365
6812487,0.0254343518366,0.766381482283,0.208184152842
6812504,0.000409365636491,0.995986779531,0.00360385514796
6812510,1.49523396734e-05,0.999224861463,0.000760185124818
6812519,1.88926851479e-05,0.998785495758,0.0011956615878
6812545,0.000803712153963,0.99474666516,0.00444961727286
6812549,0.000237660982142,0.997681279977,0.00208107576085
6812559,1.09113758905e-05,0.999197661877,0.000791437458247
6812564,0.000326907635705,0.996214608351,0.00345845466169
6812573,0.0476630118986,0.938682874044,0.0136541007087
6812579,0.000518739786154,0.990518212318,0.00896305187295
6812584,0.0859411085645,0.843490938346,0.0705679530899
6812586,0.00112451155049,0.963312864304,0.0355626456439
6812592,0.00243472063448,0.980971316497,0.0165939709793
6812597,0.000866644976971,0.943891863028,0.0552414990962
6812600,0.000716719097303,0.978930274645,0.0203529701879
6812605,0.00132344201362,0.992928028107,0.0057485041519
6812621,2.82562988711e-06,0.999660352866,0.000336834704891
6812632,0.00267407445547,0.88573072354,0.111595203479
6812654,0.0699050103625,0.674194435279,0.25590056181
6812655,9.49481885376e-05,0.996443728606,0.00346131521898
6812674,4.81579051363e-05,0.997232298056,0.00271951911661
6812676,4.91983846587e-05,0.996844132741,0.00310662245223
6812677,2.82859309664e-05,0.997438549995,0.00253316500069
6812686,2.50024907776e-05,0.999133686225,0.000841304019559
6812689,2.45715879525e-05,0.998676300049,0.00129912617073
6812691,1.80852597017e-05,0.997309664885,0.00267224983933
6812694,0.00937591865659,0.816252589226,0.174371510744
6812720,2.99106591228e-06,0.999786913395,0.000210103772891
6812731,0.000271738778489,0.996185183525,0.00354308976481
6812735,4.05562768719e-05,0.997760395209,0.00219905395837
6812740,2.71520972698e-05,0.998912254969,0.00106056521569
6812741,1.72191103047e-05,0.999099393686,0.000883419202485
6812768,1.67845228134e-05,0.999031722546,0.000951486581471
6812776,3.32944879725e-05,0.998018801212,0.00194789430437
6812777,0.000127323258008,0.998737911383,0.00113478419371
6812787,2.08021277407e-05,0.999450226625,0.000528996286448
6812790,0.00324101815931,0.949688812097,0.0470701778928
6812813,0.553150633971,0.101044073701,0.345805297295
6812816,0.000334323898035,0.990361213684,0.00930450002973
6812819,0.106235096852,0.601558466752,0.292206406593
6812838,0.216485321522,0.266085853179,0.517428845167
6812845,0.538517097632,0.0925023555756,0.368980556726
6812846,0.104057833552,0.527722279231,0.368219902118
6812853,0.00537232263014,0.932697971662,0.0619296928247
6812857,0.0477668990692,0.768486758073,0.183746367693
6812862,0.553431312243,0.102236911654,0.344331781069
6812868,0.216533636053,0.268918265899,0.514548112949
6812879,0.00939352251589,0.86966886123,0.120937605699
6812882,0.251568719745,0.210878868898,0.537552386522
6812883,0.538885136445,0.0937541425228,0.36736069123
6812893,0.0238124045233,0.800363620122,0.175823996464
6812900,0.00417477909165,0.845957934856,0.149867278834
6812919,0.000723265751731,0.988796532154,0.0104802250862
6812920,0.0526059269905,0.514792541663,0.432601551215
6812923,0.0531505905092,0.639496664206,0.307352731625
